date,time,name,images,logo,details,tagline,info,url
2022-01-07,10:02:42 AM,Pools Germany Sample Area,"https://www.arcgis.com/sharing/rest/content/listings/b43beaf744a04395841f41274a3db22f/info/screenshots/ESRI_2019-11-29_16_32_30-Window.png, https://www.arcgis.com/sharing/rest/content/listings/b43beaf744a04395841f41274a3db22f/info/screenshots/ESRI_2019-11-29_16_32_30-Window.png, https://www.arcgis.com/sharing/rest/content/listings/b43beaf744a04395841f41274a3db22f/info/screenshots/ESRI_2019-11-29_16_32_30-Window.png, https://www.arcgis.com/sharing/rest/content/listings/b43beaf744a04395841f41274a3db22f/info/screenshots/ESRI_2019-11-29_16_33_00-Window.png, https://www.arcgis.com/sharing/rest/content/listings/b43beaf744a04395841f41274a3db22f/info/screenshots/ESRI_2019-11-29_16_33_44-Window.png",https://www.arcgis.com/sharing/rest/content/listings/b43beaf744a04395841f41274a3db22f/info/largethumbnail/ESRI_Icon_big.jpg,"All relevant swimming pools in Germany!By application of Machine Learning techniques, TerraLoupe has detected 245.000 pools which are solidly built into the ground. Stand up pools are excluded.Provided with address, ZIP code and geo coordinate, this is the perfect information for targeted marketing for pool suppliers and cleanerstargeted marketing for selected, high potential buyerstax auditingTerraLoupe's pool product Germany covers the full state area. Next release will have increase coverage within Europe. Specific countries upon request.TerraLoupe Pools Product Site",TerraLoupe GmbH,"Business needsContact provider for more informationIndustriesReal EstateElectric and Gas UtilitiesInsuranceRetailWaterWorks withContact provider for more informationPlatformContact provider for more informationSystem RequirementsContact provider for more informationVersion1.0Listed DateNovember 29th, 2019Contact InformationTerraLoupe GmbHhttps://www.terraloupe.comEmail+49 89 55 06 0959",https://www.esri.com/en-us/arcgis-marketplace/listing/products/b43beaf744a04395841f41274a3db22f
2022-01-07,10:04:00 AM,Timmons Group PLL Portal,"https://www.arcgis.com/sharing/rest/content/listings/415cd1ea814d46acbaebfd53ad70928d/info/screenshots/fay_login.png, https://www.arcgis.com/sharing/rest/content/listings/415cd1ea814d46acbaebfd53ad70928d/info/screenshots/fay_login.png, https://www.arcgis.com/sharing/rest/content/listings/415cd1ea814d46acbaebfd53ad70928d/info/screenshots/fay_login.png, https://www.arcgis.com/sharing/rest/content/listings/415cd1ea814d46acbaebfd53ad70928d/info/screenshots/esc_create_location.png, https://www.arcgis.com/sharing/rest/content/listings/415cd1ea814d46acbaebfd53ad70928d/info/screenshots/esc_create_case_type.png, https://www.arcgis.com/sharing/rest/content/listings/415cd1ea814d46acbaebfd53ad70928d/info/screenshots/wvc_home.png, https://i.ytimg.com/vi/AJ9hr-bHieg/hqdefault.jpg",https://www.arcgis.com/sharing/rest/content/listings/415cd1ea814d46acbaebfd53ad70928d/info/largethumbnail/Logo_Small_Thumbnail.jpg,"Now more than ever, local governments need remote solutions to manage the application, scheduling and payment process for permits, licenses, and inspections online. Cityworks and Timmons Group have been helping municipalities accomplish just that for years. By leveraging a set of proven tools, online permit processing, licensing and inspection requests can be set up much more rapidly than you can imagine.The Timmons Group PLL Portal is a public facing portal for Cityworks that leverages and extends the Cityworks Server PLL platform. It is built directly with PLL Extended API’s, and is customized to the branding of and specific business needs of a locality. Successful implementation of the Timmons Group PLL Portal as a core technology for the locality’s Enterprise Permitting, Licensing and Land use gives citizens the ability to apply for permits, submit documentation, pay fees, schedule inspections, etc.Why is this important?Allows for seamless operations remotelyPermits, Licensing, and Inspection workflows can seamlessly operate even if your local government offices are closed or staff are working from homeCan be implemented as quickly as four weeksWith nationwide contract vehicles in place to ease the procurement process, we have the ability to have this up and running as quickly as four weeksProvides an easy, user friendly systemCityworks PLL and the Timmons Group PLL Portal can provide an easy, user friendly system for your staff to manage permit applications, payment processing, document management, inspection scheduling and annual renewalsPayments can be processed remotely Allows for seamless integration of point-of-sale for citizens and internal staffMigrates all communication to the webMigrates all traditional counter-based communication and phone interactions to this web-based toolVisit here for more info: Timmons Group PLL Portal",Timmons Group,"Business needsContact provider for more informationIndustriesState and Local GovernmentNational GovernmentReal EstatePublic SafetyRetailWorks withContact provider for more informationPlatformContact provider for more informationSystem RequirementsWindows Server 2008 R2 or higherIIS 7.5 or higher.NET Framework 4.7 or higher64 bit operating systemCityworks PLL 15.xVersion3.1.5Listed DateApril 21st, 2020Contact InformationTimmons Grouphttps://www.timmons.com/gisEmail804-200-6500",https://www.esri.com/en-us/arcgis-marketplace/listing/products/415cd1ea814d46acbaebfd53ad70928d
2022-01-07,10:06:35 AM,PLW Boston 3D City Model,"https://www.arcgis.com/sharing/rest/content/listings/a604f72ce0d64c3ca4adbc52d4dd1c25/info/screenshots/Boston1.JPG, https://www.arcgis.com/sharing/rest/content/listings/a604f72ce0d64c3ca4adbc52d4dd1c25/info/screenshots/Boston1.JPG, https://www.arcgis.com/sharing/rest/content/listings/a604f72ce0d64c3ca4adbc52d4dd1c25/info/screenshots/Boston1.JPG, https://www.arcgis.com/sharing/rest/content/listings/a604f72ce0d64c3ca4adbc52d4dd1c25/info/screenshots/Boston2.JPG, https://www.arcgis.com/sharing/rest/content/listings/a604f72ce0d64c3ca4adbc52d4dd1c25/info/screenshots/Boston3.JPG, https://www.arcgis.com/sharing/rest/content/listings/a604f72ce0d64c3ca4adbc52d4dd1c25/info/screenshots/Boston4.JPG",https://www.arcgis.com/sharing/rest/content/listings/a604f72ce0d64c3ca4adbc52d4dd1c25/info/largethumbnail/Boston1_Cover.png,"PLW Modelworks creates industry leading photo-accurate, geolocated 3D City Models from the best quality aerial photography. We deliver data with a high level of accuracy and detail. Our models provide the precise real-world content needed for today’s location-specific tasks.We can utilize imagery from airplanes, satellites, UAVs, or mobile mapping systems to provide you 3D content that is precise down to the pixel.Our model of Downtown Boston was created from 2017 6 cm GSD aerial imagery. It is available to ESRI users via a yearly or monthy subscription basis.PLW Modelworks has an extensive archive of approximately 5000 square kilometers which includes over 700 domestic and international locations. Check out our coverage map on our website for coverage footprints of these areas and contact sales@plwmodelworks.com for all inquiries!",PLW Modelworks,"Business needsContact provider for more informationIndustriesNational GovernmentState and Local GovernmentReal EstatePublic SafetyTransportationWorks withContact provider for more informationPlatformContact provider for more informationSystem RequirementsNot applicable.Version1.0Listed DateSeptember 24th, 2019Contact InformationPLW Modelworkshttps://plwmodelworks.com/Email321-674-9910",https://www.esri.com/en-us/arcgis-marketplace/listing/products/a604f72ce0d64c3ca4adbc52d4dd1c25
2022-01-07,10:07:25 AM,EquiZone Districting Add-in for ArcGIS Pro,"https://www.arcgis.com/sharing/rest/content/listings/e6ddd60c440f41cabaaa61fa95fad59d/info/screenshots/screenshot_1638387039717.png, https://www.arcgis.com/sharing/rest/content/listings/e6ddd60c440f41cabaaa61fa95fad59d/info/screenshots/screenshot_1638387039717.png, https://www.arcgis.com/sharing/rest/content/listings/e6ddd60c440f41cabaaa61fa95fad59d/info/screenshots/screenshot_1638387039717.png, https://www.arcgis.com/sharing/rest/content/listings/e6ddd60c440f41cabaaa61fa95fad59d/info/screenshots/screenshot_1638392241509.png, https://www.arcgis.com/sharing/rest/content/listings/e6ddd60c440f41cabaaa61fa95fad59d/info/screenshots/screenshot_1638392370553.png, https://i.ytimg.com/vi/CQjL4EX2b5U/hqdefault.jpg",https://www.arcgis.com/sharing/rest/content/listings/e6ddd60c440f41cabaaa61fa95fad59d/info/largethumbnail/blob.png,"EquiZone is a simple but robust redistricting solution that uses your own data. It is an add-in to ArcGIS Pro (Basic, Standard or Advanced).EquiZone allows users to create and build zones that are
balanced based on the attributes of each polygon.  The application provides tools for redistricting...1) with attributes/field data already joined with user-defined polygons, or2) with data tables that can be joined with user-defined polygons, or3) with point data that can be aggregated to user-defined polygons within the app.Once you have information on each polygon
representing the number of items you wish to analyze that happen to be
contained in that area, you can use that information to combine small areas
into larger areas while maintaining a balance.For example, neighborhood polygons can be enriched with data
indicating the number of different types of crimes in each area. From this
data, you can create patrol zones where each zone has an equal number of
crimes. Census data polygons with the latest census data can be used for legislative redistricting.School attendance boundaries can be modified based upon number of students.Sales territories can be developed balancing customer sales using customer point data to user-defined polygons.EquiZone FeaturesUse your own data!  Any polygon and point or
tabular data will work.As you create new zones, EquiZone will assign a
new name and color to display on the map.Add or remove zones as necessary.Configure a tabular view of each zone with any,
or all of the attributes that you need.View attribute information in either raw numbers
or as a percentage of the total. When you add areas to zones, the table will
automatically update to show you how the attributes are currently balanced
between zones.Licensing:EquiZone is designed to be simple and affordable.  Purchasing an initial license from the Marketplace provisions the app to the organization for download.  An initial license file unlocking the ArcGIS Pro add-in for one computer will be promptly provided. If you require additional user licenses, please contact us.",Davis Demographics & Planning,"Business needsSite Analysis and Territory PlanningMarket and Customer AnalysisOperational EfficiencyIndustriesState and Local GovernmentEducationRetailHealth and Human ServicesWorks withArcGIS ProPlatformDesktopSystem RequirementsArcGIS Pro Add-in:  same hardware requirements as ArcGIS Pro Desktophttps://pro.arcgis.com/en/pro-app/latest/get-started/arcgis-pro-system-requirements.htmVersion2.3Listed DateDecember 2nd, 2021Contact InformationDavis Demographics & Planningwww.davisdemographics.comEmail888-337-4471",https://www.esri.com/en-us/arcgis-marketplace/listing/products/e6ddd60c440f41cabaaa61fa95fad59d
2022-01-07,10:08:41 AM,FieldSeeker GIS for Mosquito & Vector Control,"https://www.arcgis.com/sharing/rest/content/listings/fc387b7707d4481ea97f7e7eaa260151/info/screenshots/screenshot_1605900679309.png, https://www.arcgis.com/sharing/rest/content/listings/fc387b7707d4481ea97f7e7eaa260151/info/screenshots/screenshot_1605900679309.png, https://www.arcgis.com/sharing/rest/content/listings/fc387b7707d4481ea97f7e7eaa260151/info/screenshots/screenshot_1605900679309.png, https://www.arcgis.com/sharing/rest/content/listings/fc387b7707d4481ea97f7e7eaa260151/info/screenshots/screenshot_1605900694325.png, https://www.arcgis.com/sharing/rest/content/listings/fc387b7707d4481ea97f7e7eaa260151/info/screenshots/screenshot_1605900705190.png, https://www.arcgis.com/sharing/rest/content/listings/fc387b7707d4481ea97f7e7eaa260151/info/screenshots/screenshot_1605900714447.png",https://www.arcgis.com/sharing/rest/content/listings/fc387b7707d4481ea97f7e7eaa260151/info/largethumbnail/540x360-Mosquito.jpg,"Frontier Precision provides complete office and field
solutions for mapping, collecting and reporting Integrated Mosquito Management
Plan activities. FieldSeeker® GIS for Mosquito Control software is designed to
be the hub for all important data so it may be shared, analyzed or updated
throughout an organization.FieldSeeker® GIS Core, an all-in-one app, includes tools for Larviciding with storm drain treatments, Surveillance, and Service Request workflows. The software is a cloud-based
system leveraging the Esri® ArcGIS® Online platform to provide users with
simple, intuitive tools for mapping and reporting data related to
mosquito control activities.The FieldSeeker Office application suite is a Web app based on the Esri
JavaScript API and includes: a dashboard landing page, targeted workflows for
different user roles, and improved analytics. Office workflows include system
and pick list configuration, activity review, search/ filter/query, product
inventory, proposed treatment area management, surveillance lab tools, map data editing, reporting,
aerial or drone data integration, and service request entry.  There's also an optional VectorSurv Gateway Integration for FieldSeeker eliminating double entry of data.The cross-platform FieldSeeker mobile app is provided through the Apple
Store, Google Play Store, and Windows Store.Tools are included for field inspections, site treatments, storm drain
treatments, QA activities, field scouting, adult mosquito trapping, landing
counts, larval samples and service requests.Separate extensions of the FieldSeeker GIS Core software include:Windows ULV Adulticiding Extension for recording truck spraying activitiesPublic Notification AppFieldSeeker Core is also compatible with ArcGIS Enterprise and Portal for ArcGIS.","Frontier Precision, Inc.","Business needsOperational EfficiencyReal-Time Location TrackingRisk ManagementAsset Tracking and AnalysisIndustriesState and Local GovernmentHealth and Human ServicesWaterNational GovernmentPublic SafetyWorks withArcGIS AppsArcGIS EnterpriseArcGIS OnlinePlatformOn-premisesMobileWebSystem RequirementsContact provider for more informationVersionRelease ReadyListed DateNovember 20th, 2020Contact InformationFrontier Precision, Inc.www.frontierprecision.com/Email(208) 324-8006",https://www.esri.com/en-us/arcgis-marketplace/listing/products/fc387b7707d4481ea97f7e7eaa260151
2022-01-07,10:09:12 AM,Qonda Reports,"https://www.arcgis.com/sharing/rest/content/listings/805096c9a1ad4fa59c8c4d8e9dd7a497/info/screenshots/screenshot_1618880670062.png, https://www.arcgis.com/sharing/rest/content/listings/805096c9a1ad4fa59c8c4d8e9dd7a497/info/screenshots/screenshot_1618880670062.png, https://www.arcgis.com/sharing/rest/content/listings/805096c9a1ad4fa59c8c4d8e9dd7a497/info/screenshots/screenshot_1618880670062.png, https://www.arcgis.com/sharing/rest/content/listings/805096c9a1ad4fa59c8c4d8e9dd7a497/info/screenshots/screenshot_1618880689303.png, https://www.arcgis.com/sharing/rest/content/listings/805096c9a1ad4fa59c8c4d8e9dd7a497/info/screenshots/screenshot_1618880704071.png, https://www.arcgis.com/sharing/rest/content/listings/805096c9a1ad4fa59c8c4d8e9dd7a497/info/screenshots/screenshot_1618880719287.png, https://www.arcgis.com/sharing/rest/content/listings/805096c9a1ad4fa59c8c4d8e9dd7a497/info/screenshots/screenshot_1618880736677.png",https://www.arcgis.com/sharing/rest/content/listings/805096c9a1ad4fa59c8c4d8e9dd7a497/info/largethumbnail/blob.png,"Qonda Reports is an information aggregator, exploration and reporting tool for ArcGIS Enterprise and ArcGIS Online. Its is primarily aimed at GIS administrators and GIS content creators who need to understand or assess relationships between components in an enterprise GIS.Enterprise GIS has become more powerful and easy to use, at the same time the backends have become more complex. Multiple servers, high availability, databases galore! How can anyone keep track of all those systems? That's where Qonda comes in!Qonda was envisioned and developed by a recognised leader in enterprise GIS architecture. After a decade of deploying large scale ArcGIS systems it was apparent that understanding how these systems were interconnected is becoming harder and harder.Qonda seeks to answer those questions!",Ope Ltd,"Business needsOperational EfficiencyPerformance MonitoringIndustriesElectric and Gas UtilitiesState and Local GovernmentNational GovernmentNatural ResourcesTransportationWorks withArcGIS EnterpriseArcGIS OnlinePlatformOn-premisesWebSystem RequirementsWindows or Linux Server (2 CPU, 4GB)SaaS options are availableVersion2.xListed DateOctober 29th, 2020Contact InformationOpe Ltdhttps://github.com/ope-nz/AGS-RestarterEmail+64212728039",https://www.esri.com/en-us/arcgis-marketplace/listing/products/805096c9a1ad4fa59c8c4d8e9dd7a497
2022-01-07,10:12:52 AM,FX Reality - Augmented Reality App,"https://www.arcgis.com/sharing/rest/content/listings/b1dab9f172ff4034ad4fd03ce84fe652/info/screenshots/screenshot_1613377028359.png, https://www.arcgis.com/sharing/rest/content/listings/b1dab9f172ff4034ad4fd03ce84fe652/info/screenshots/screenshot_1613377028359.png, https://www.arcgis.com/sharing/rest/content/listings/b1dab9f172ff4034ad4fd03ce84fe652/info/screenshots/screenshot_1613377028359.png, https://www.arcgis.com/sharing/rest/content/listings/b1dab9f172ff4034ad4fd03ce84fe652/info/screenshots/screenshot_1613377046251.png, https://www.arcgis.com/sharing/rest/content/listings/b1dab9f172ff4034ad4fd03ce84fe652/info/screenshots/screenshot_1613377066874.png, https://www.arcgis.com/sharing/rest/content/listings/b1dab9f172ff4034ad4fd03ce84fe652/info/screenshots/screenshot_1613377114566.png",https://www.arcgis.com/sharing/rest/content/listings/b1dab9f172ff4034ad4fd03ce84fe652/info/largethumbnail/blob.png,"Mit FX Reality machen Sie Ihre unsichtbaren Bestandsdaten in der Örtlichkeit sichtbar



Mit der Augmented Reality App von frox ergänzen Sie die vorhandene 
und sichtbare Welt um Ihre virtuell um Ihre Bestandsdaten. Auf einen 
Blick erhalten Ihre Mitarbeiter/innen ein umfassendes Bild der 
Datenbestände in der Örtlichkeit. Die FX Augmented Reality App macht 
dieses Erlebnis greifbar: Mittels GNSS, Sensorik und Kamerabild Ihres 
Smartphones oder Tablets werden Grundstücksgrenzen, Kanäle, 
unterirdische Leitungen, Bohrpunkte, Bodenschätzungen, Absteckungen, 
Straßeninventar, etc. sichtbar, die bisher nur auf dem Papier 
existieren. Sie sehen selbst Leitungen, Kanäle und Objekte, die nicht 
sichtbar unter der Erdoberfläche liegen. Neben der visuellen Erkundung Ihre Datenbestände können Sie die 
Objekte direkt in der Örtlichkeit attributiv pflegen oder fehlende 
Objekte (Punkte, Linien, Flächen) genau bis zentimetergenau einmessen. 
Die App zur Kontrolle, Pflege und Erfassung in 3D Augmented Reality oder
 in der 2D Karte.",frox Die IT Fabrik - frox GmbH,"Business needsSite Analysis and Territory PlanningField Service ManagementFacility ManagementOperational EfficiencyEconomic DevelopmentIndustriesElectric and Gas UtilitiesWaterTelecommunicationsPetroleum and PipelineTransportationWorks withArcGIS AppsArcGIS EnterpriseArcGIS OnlineArcGIS ProPlatformMobileSystem RequirementsAndroid 10 oder höher und Endgeräte mit entsprechender Sensorik.Version1.5.5Listed DateFebruary 15th, 2021Contact Informationfrox Die IT Fabrik - frox GmbHwww.frox-it.deEmail+49 (0)231 997604 0",https://www.esri.com/en-us/arcgis-marketplace/listing/products/b1dab9f172ff4034ad4fd03ce84fe652
2022-01-07,10:14:16 AM,GeoLocator - Automation for Economic Development,"https://www.arcgis.com/sharing/rest/content/listings/cabfd0ecc7274cb59efaa6fcb1d479c3/info/screenshots/screenshot_1607467098604.png, https://www.arcgis.com/sharing/rest/content/listings/cabfd0ecc7274cb59efaa6fcb1d479c3/info/screenshots/screenshot_1607467098604.png, https://www.arcgis.com/sharing/rest/content/listings/cabfd0ecc7274cb59efaa6fcb1d479c3/info/screenshots/screenshot_1607467098604.png, https://www.arcgis.com/sharing/rest/content/listings/cabfd0ecc7274cb59efaa6fcb1d479c3/info/screenshots/screenshot_1607467112474.png, https://www.arcgis.com/sharing/rest/content/listings/cabfd0ecc7274cb59efaa6fcb1d479c3/info/screenshots/screenshot_1607467122050.png, https://www.arcgis.com/sharing/rest/content/listings/cabfd0ecc7274cb59efaa6fcb1d479c3/info/screenshots/screenshot_1607467134919.png, https://i.ytimg.com/vi/FN6lN4Bp8m4/hqdefault.jpg",https://www.arcgis.com/sharing/rest/content/listings/cabfd0ecc7274cb59efaa6fcb1d479c3/info/largethumbnail/blob.png,"ViewPro has developed GeoLocator to solve economic development challenge where planners are tasked to attract and retain businesses with a well-thought-out and innovative strategy by showcasing city's unique strengths and its smart development strategies.The tool uses real-time Demographic and Business Analytics powered by Esri to offer business intelligence for identifying infrastructure assets and factors contributing to the current trends in development. In a fiercely competitive market, GeoLocator is an essential piece of the puzzle to retain business customers and tax dollars within its city limit and prevents the city from losing out to a neighboring city.In order to obtain GeoZone license, please send an email to support@viewprogis.com.",ViewPro GIS,"Business needsEconomic DevelopmentMarket and Customer AnalysisSite Analysis and Territory PlanningPerformance MonitoringOperational EfficiencyIndustriesReal EstateState and Local GovernmentInsuranceArchitecture, Engineering, and ConstructionRetailWorks withArcGIS AppsArcGIS EnterpriseArcGIS OnlineArcGIS ProPlatformMobileWebSystem RequirementsArcGIS Online Named UserUse of ArcGIS Desktop or ArcGIS Pro (any version) to prepare the baseline data.Version3.33Listed DateDecember 9th, 2020Contact InformationViewPro GIShttps://www.viewprogis.com/Email281-888-0697",https://www.esri.com/en-us/arcgis-marketplace/listing/products/cabfd0ecc7274cb59efaa6fcb1d479c3
2022-01-07,10:14:37 AM,Asset Performance Optimization,"https://www.arcgis.com/sharing/rest/content/listings/47eebb65aaf74195a526009b71857f9a/info/screenshots/screenshot_1639516305290.png, https://www.arcgis.com/sharing/rest/content/listings/47eebb65aaf74195a526009b71857f9a/info/screenshots/screenshot_1639516305290.png, https://www.arcgis.com/sharing/rest/content/listings/47eebb65aaf74195a526009b71857f9a/info/screenshots/screenshot_1639516305290.png",https://www.arcgis.com/sharing/rest/content/listings/47eebb65aaf74195a526009b71857f9a/info/largethumbnail/XylemLogo__281_29.png,"Xylem’s Asset Performance Optimization (APO) provides an advanced, data-driven and highly objective approach that forecasts future water main breaks throughout your distribution system. APO aggregates and optimizes multiple machine learning models to deliver substantial cost savings for water main replacement and emergency repairs with a 5X+ improvement in break reduction over traditional models. Results are delivered in a fraction of the time and cost of these traditional methods.APO delivers results in an intuitive, ArcGIS Online web application allowing you to interact with, query and connect to your existing ESRI environment. To get started, we simply need your water main GIS layer, water main break records and system hydraulic information (if available) to deliver results within a few weeks. The results provide a future break prediction on a pipe-by-pipe basis. Understanding that replacement planning often groups pipes into projects, APO also provides a clustering feature that uses multi-objective optimization to help planners build projects more effectively. New APO CapabilitiesXylem’s APO solution now analyzes data and scenarios beyond drinking water mains and incorporates water valves in the analytics. The solution provides a quantified criticality for valves, prioritized inspection, repair or replacement plan for valves and level of service impact due to inoperable valves.Xylem has also developed a machine learning based predictive model as part of APO that identifies service lines with higher probability of having lead. These predictions are used to develop a prioritized plan for lead service line inspection and testing. Once the lead service lines are identified this solution also provides a prioritized plan for lead service line replacement.",Xylem Inc.,"Business needsRisk ManagementOperational EfficiencySituational AwarenessAsset Tracking and AnalysisIndustriesWaterWorks withArcGIS EnterprisePlatformWebSystem RequirementsGoogle Chrome BrowserVersionVersion 2.1Listed DateJuly 7th, 2020Contact InformationXylem Inc.https://www.xylem.com/en-us/products--services/decision-intelligence-solutions/contact/Email+1 (916) 740-3210",https://www.esri.com/en-us/arcgis-marketplace/listing/products/47eebb65aaf74195a526009b71857f9a
2022-01-07,10:15:33 AM,Video GeoEditor,"https://www.arcgis.com/sharing/rest/content/listings/e4312779407542848695e84056e0436d/info/screenshots/Video-GeoEditor-Screenshot-Begin-Edit.jpg, https://www.arcgis.com/sharing/rest/content/listings/e4312779407542848695e84056e0436d/info/screenshots/Video-GeoEditor-Screenshot-Begin-Edit.jpg, https://www.arcgis.com/sharing/rest/content/listings/e4312779407542848695e84056e0436d/info/screenshots/Video-GeoEditor-Screenshot-Begin-Edit.jpg, https://www.arcgis.com/sharing/rest/content/listings/e4312779407542848695e84056e0436d/info/screenshots/Video-GeoEditor-Screenshot-Select-Section.JPG, https://www.arcgis.com/sharing/rest/content/listings/e4312779407542848695e84056e0436d/info/screenshots/Video-GeoEditor-Screenshot-Extract-Subclip.JPG, https://www.arcgis.com/sharing/rest/content/listings/e4312779407542848695e84056e0436d/info/screenshots/Video-GeoEditor-Screenshot-New-Subclip.JPG",https://www.arcgis.com/sharing/rest/content/listings/e4312779407542848695e84056e0436d/info/largethumbnail/Esri_Marketplace_-_Large_Thumb_-_Video_GeoEditor.jpg,"Video GeoEditor is a new kind of map-based video editing software, allowing users to simply click on a GPS map track to edit geotagged videos and keep the continuous GPS data synchronized. Built on Esri's ArcGIS technology, Video GeoTagger lets user reference their GIS data when editing by loading shapefiles, raster imagery and other Esri-compatible streaming data. Of course Video GeoEditor also includes all the great video geo-tagging features of Video GeoTagger PRO & FREE editions, and much more!Video GeoEditor FeaturesPatented Easy Map-based Video Editing - No video editing experience needed, simply click on the GPS track of a geotagged video segment to make edit selections based on map locations and GIS data sets.Edit Video & Keep GPS Data Synchronized - All edited videos file keep the continuous GPS data intact and synchronized with the new video’s new time, allowing you to concentrate on editing the video intuitively without worrying about losing geospatial data.Extract Subclips From Video - Mark a begin-time and end-time within the video, then use the Extract Subclip function to save that selected segment as a new video file.Delete Video Sections & Merge - With Delete Selection & Merge, you can cut out unimportant selections from within a video to shorten it and reduce the file size, and keeping one video file.Delete Video Sections & Split - Similar to above, Delete Selection & Split, lets users cut out unneeded selections from within a video, but instead creates 2 new video files without the content from the deleted section.Trim From Start - The Trim From Start function deletes the section of video from the click point to the START of the video file.Trim To End - The Trim To End function deletes the section of video from the click point to the END of the video file.Split Video - The Split function cuts the video in to 2 new video files based on the click point.Join Geo-referenced Video File Segments - Join two geo-tagged, chronological video segments together, such as multiple video files with synchronized GPS companion files recorded in segments over a linear corridor or right-of-way (ROW).Overlay GPS Data on Video - Create video files with continuous GPS coordinates overlaid on top – useful for sharing video GPS information with others using traditional, non-geospatial video player software.Overlay Logos or Images on Video - Create video files with a logo or image overlaid on top, useful for branding or “watermarking” your videos.Transcode/Encode Video - Simple video transcoding feature to convert videos from one file format to another.Multiplex Synchronized Videos - Combine 2, 3 or 4 videos recorded over the same time and place into a singe video file with side by side or quad presentation. Ideal for combining multi-sensor gimbal videos like infrared and HD.Capture Individual Geotagged Still Images from Video - Take a screen capture of the current video frame, and it will automatically be geo-tagged with GPS data from the source video.Automated Image Extraction from Video - Capture a user-defined frequency of multiple geotagged still images from a video file including setting extraction start and end times. This is ideal for optimizing still images for 3rd-party photogrammetry and processing software like Pix4D and Esri Drone2Map.Also Includes ALL Video GeoTagger PRO & FREE edition FeaturesAutomatically Geotag Video – Video GeoEditor lets you easily combine any GPS log and video to automatically synchronize the video file with a GPS track with just a few clicks on the map.Manually Geotag Video – No GPS log file? No Problem! Just select as many points along the map as you want for points of interest you want to geotag in the video. Video Geotagger does the rest and will create geotagged video files! You can even geotag digitized historical video for documentaries and other location-based projects.Click-on-Map Video Playback – Video GeoEditor is also an interactive way to load and playback already geotagged video files with supported, synchronized GPS log files on a map.GPS Data Displays – Once video is properly geotagged, Video GeoEditor offers options for reviewing GPS and other data elements such as lat/lon, altitude, heading, speed and UTC time for any point during the video recording.DJI Drone Flight Log Geotagging – If your DJI drone model does not create synchronized .SRT GPS data files, Video GeoEditor allows users to geotag DJI drone videos using the encrypted Flight Record Logs .TXT files.Virtual Dashboard Gauges – An Optional panel appears below the map with virtual navigation instruments and gauges which displays information pulled from the GPS companion file, including:  heading, speed (in MPH and KPH), UTC date and time and altitude.LineVision Compatible Video – Video and GPS files created from Video GeoTagger FREE Edition are ready for import into Remote GeoSystems professional LineVision suite of software.Commercial & Government Use – Video GeoEditor offers unrestricted use for commercial, government and other for-profit projects.Un-encrypted Geospatial Video Files – Need to use your geotagged video files in non-Remote GeoSystems, 3rd party software? Video GeoEditor allows you to save your newly-geotagged video in an unencrypted format(s).Play GoPro Video with Embedded GPS – Video GeoEditor offers support for direct loading and playback of GoPro video with embedded GPS like the Hero 5, 6, 7 and 8 models, without having to first geotag using a GPS track log.DJI Drone Closed Captioning SRT Support – Video GeoEditor allows for simple mapping and playback of DJI videos that have GPS data in the closed captioning of the video.DJI Drone “Camera-Target-Footprint” Support – Post-flight, geotag DJI drone videos using the encrypted Flight Record Logs .TXT files to get at additional metadata parameters so that you can show where the camera is looking with a dynamic, 4-corner “footprint” and camera frame center of the video moving on the map. This creates a MISB FMV-like (full motion video) playback experience when proper MISB-spec metadata is not embedded in the video such as with most DJI drone models.Play MISB FMV/STANAG-spec Videos – Video GeoEditor offers support for direct loading and instant playback of MISB Full Motion Video/STANAG-spec video files with embedded metadata.YouTube Upload Privacy Settings & Custom Tags – Privacy settings for videos loaded to YouTube can be set for Private, Unlisted or Public. With Video GeoEditor you can also add custom tags to your YouTube videos.Advanced GIS Map Layer Control – Video GeoEditor edition comes with the same Layer Control panel found in LineVision Dekstop, offering capabilities to add map data layers to your video geotagging project. Even if you are not a traditional GIS or Esri user, you can utilize your own background maps with shapefiles, imagery and streaming endpoints and map server data produced by GIS specialists in your organization.Esri ArcGIS Online Authentication – Advanced GIS map layer control also includes support for authenticating users against your ArcGIS Online Enterprise account for data access.","Remote GeoSystems, Inc.","Business needsContact provider for more informationIndustriesPublic SafetyTelecommunicationsTransportationPetroleum and PipelineWorks withContact provider for more informationPlatformContact provider for more informationSystem RequirementsRecommendedOS: Windows 10 (64 bit)Processor: Intel Core i7 (8th Generation or better)Ports: (2) USB 3.0RAM: 16 GB MinimumHard Drive: 1 TB Minimum (or more depending on video size)Video Card: Minimum 4 GB memoryMinimumOS: Windows 10 (64 bit)Processor: Intel Core i7 or better (7th Generation or better)Ports: (2) USB 3.0RAM: 8GB Minimum, (Windows 10, 64 Bit or better)Hard Drive: 500 GB Minimum (or more depending on video size)Video Card: Minimum 1 GB memoryVersion29.9Listed DateMarch 3rd, 2020Contact InformationRemote GeoSystems, Inc.https://www.remotegeo.com/Email+1 844-436-3877",https://www.esri.com/en-us/arcgis-marketplace/listing/products/e4312779407542848695e84056e0436d
