url,date,time,name,media,release_date,details,version,logo,category,licensing,downloads,installs,headline,rating,reviews_count,developer,website,compatibility
https://splunkbase.splunk.com/app/2641,2022-01-08,10:15:03 PM,Splunk INTELLIPRETER for Android,"https://prod.cdn.apps.splunk.com/media/public/screenshots/483e4ea4-adca-11e4-8bbb-028ed9769bf5.jpeg,https://prod.cdn.apps.splunk.com/media/public/screenshots/450f044e-adca-11e4-8bbb-028ed9769bf5.png,https://prod.cdn.apps.splunk.com/media/public/screenshots/a8193d0a-ad1d-11e4-b3e7-0668c16fad13.jpeg,https://prod.cdn.apps.splunk.com/media/public/screenshots/9f510414-ad1d-11e4-b1d4-0668c16fad13.jpeg,https://prod.cdn.apps.splunk.com/media/public/screenshots/96f70f70-ad1d-11e4-b1d4-0668c16fad13.jpeg","Feb. 10, 2015","This App ‘Splunk INTELLIPRETER’ is a Trial Version of the Original App created under this solution. For more information and details on the complete solution you can contact us.
Features
• Real-time Operational Intelligence for monitoring Release performance across multiple Build Programs
• Descriptive Analytics per Android Version, Phone Model and Releases
• Monitoring Dashboard Creation & Customization
• Error Trends Visualization
• Issue Drilldown & Android Level Analysis – Feature not supported in Trial Version
• MTBF Reporting for Release Performance Monitoring
• Error Categorization Sunburst
Use Cases
• Single Point Monitoring of Release performance across multiple Build Programs
• Itemized Analysis & Root cause based on all the collected records for any Error Reported
• User Customizable Release Monitoring & Release Comparison
Differentiators in the market


The primary USP of our solution is that:
a. It can analyse and visualize all the error data from all apps installed on the device
     AND
b. It can do this for all the devices that have our APK installed


Unlike the competitor tools which target Android App Developers/Companies, The target customers here are OEMs & Operators. It is not restricted to log collection for failures from 1 particular app or one particular user. 


Analytics on Collective Data from many devices (multiple Android Versions, Device Models, and releases) is potentially able to give a bigger insight, than accessing individual app's performance provided by competitor tools.


Big Data techniques of Data Mining and Searching are not applied to Android Log data till now by any open source or commercial tool at device level. 


Key Components
These are the Device and Server side components required for the Actual / Wi-Fi Router based deployment of this Solution:
• INTELLIPRETER - Splunk Enterprise SDK based Application
• Splunk Forwarder
• ACRA STORAGE - Log & Report Collection Server
• Crash Reporter - Android APK to be installed on Devices for tapping the Error Instance, Data Collection and Upload
Contact Us
This solution is developed by the BIG DATA SOLUTIONS Team within Telecom & Hi-Tech BU at L&T Technology Services. For more information about this App and other work we do in BIG DATA ANALYTICS, please contact us at Splunk.Solutions@lnttechservices.com.",Version 1.1,https://prod.cdn.apps.splunk.com/media/public/icons/bc1aef42-b105-11e4-adcb-02e5d535cba5.png,"IT Operations, Business Analytics",https://cdn.apps.splunk.com/static/misc/eula.html,294,0,splunk,0,0,Ashish Yadav,https://splunkbase.splunk.com/apps/#/author/ashish9433,"Products: Splunk Enterprise
Categories: IT Operations, Business Analytics
App Type: App
Platform: Platform Independent"
https://splunkbase.splunk.com/app/3098,2022-01-08,10:15:04 PM,Dell Networking App for Splunk,"https://prod.cdn.apps.splunk.com/media/public/screenshots/3ec5a554-05b0-11e6-8958-02b493569cfd.png,https://prod.cdn.apps.splunk.com/media/public/screenshots/207d66fc-fab3-11e5-ba31-064614758881.png","April 21, 2016","Step 1: App installation
1.Install the Dell Networking App on your search head 
2.Syslog input: Enable an UDP input with a custom port number on your Splunk indexer. Set the sourcetype to dell-networking
Step 2: Configure your Dell switches
1.Add the hostname or IP address of the Splunk server to the list of syslog destination targets. For instance:
Dell(conf)# logging 10.20.30.40 udp 1234
2.Configure the timestamps of the syslogs to include the switch local time
Dell(conf)# service timestamps log datetime show-timezone localtime
Notes:
Dell Networking App is compatible with Dell switches running OS9 and Splunk 6.3 or later
You can use the dellsyslog utility to generate custom events from the CLI or from scripts running on switches
These events will be displayed in the Custom Events dashboard.
For example, this command will generate a critical syslog:
$ dellsyslog -s critical ""My monitor error""",Version 1.1,https://prod.cdn.apps.splunk.com/media/public/icons/49c2a2bc-0804-11e6-b3df-06caea5ac9f9.png,IT Operations,https://cdn.apps.splunk.com/static/misc/eula.html,855,0,splunk,4,4,Dell Networking,https://splunkbase.splunk.com/apps/#/author/DellNetworking,"Products: Splunk Enterprise Products: Splunk Enterprise
Categories: IT Operations
App Type: App
Platform: Platform Independent
Platform: Platform Independent"
https://splunkbase.splunk.com/app/729,2022-01-08,10:15:05 PM,Vector Map,https://prod.cdn.apps.splunk.com/media/public/screenshots/6c320c5c-6900-11e3-b4de-005056ad5c72.png,"Aug. 12, 2011","Usage
The module expects geoinformation in the form of a ISO3166-2 country code or state code 
in the specified field in order to plot the results on the map. It's possible to define 
an optional countField which allows to process already aggregated results.
Example:
<module name=""HiddenSearch"" layoutPanel=""panel_row1_col1"" autoRun=""true"">
    <param name=""search"">sourcetype=access_combined clientip=* | geoip clientip</param>
    <param name=""earliest"">-24h@h</param>
    <module name=""VectorMap"">
        <param name=""mapType"">world</param>
        <param name=""field"">clientip_country_code</param>
        <param name=""backgroundColor"">#333333</param>
    </module>
</module>

For a list of all possible module parameters see the module reference at your Splunk
installation once the Add-On is installed.
http://localhost:8000/modules#Splunk.Module.VectorMap
Credits
This module has been created by SPP - http://www.spp.at/
The map rendering is done by using a slightly modified version of the excellent jVectorMap 
jQuery plugin: http://jvectormap.owl-hollow.net/",Version 1.0.2,https://prod.cdn.apps.splunk.com/media/public/icons/6c3136e2-6900-11e3-b4de-005056ad5c72.png,Utilities,http://creativecommons.org/licenses/by/3.0/,"1,299",0,splunk,4,2,Siegfried Puchbauer,https://splunkbase.splunk.com/apps/#/author/ziegfried,"Products: Splunk Enterprise, Splunk Cloud Products: Splunk Enterprise
Categories: Utilities
App Type: Add-on
This version of the app (1.0.1) is not available for Splunk Cloud. However, version 1.0.2 of this app is available for Splunk Cloud.
Platform: Platform Independent
Platform: Platform Independent"
https://splunkbase.splunk.com/app/27,2022-01-08,10:15:07 PM,Splunk for IMAP,https://prod.cdn.apps.splunk.com/media/public/screenshots/6e1324e8-6900-11e3-b4de-005056ad5c72.jpeg,"Nov. 17, 2009","VERSION 1.16 - UPDATE Aug 03 2009 
Fixed some compat issues with 4.0GA
As always, bug me if this release does not work: erik at splunk dot com.
Documentation Links
Splunk for IMAP Installation and configuration instructions can be found on the Wiki: http://wiki.splunk.com/Apps:Splunk_for_IMAP",Version 1.20,https://prod.cdn.apps.splunk.com/media/public/icons/6e124dd4-6900-11e3-b4de-005056ad5c72.png,"IT Operations, Utilities",http://creativecommons.org/licenses/by-nc-sa/2.5/,"5,283",0,splunk,5,2,xiang zhou,https://splunkbase.splunk.com/apps/#/author/erik,"Products: Splunk Enterprise Products: Splunk Enterprise Products: Splunk Enterprise Products: Splunk Enterprise Products: Splunk Enterprise Products: Splunk Enterprise Products: Splunk Enterprise Products: Splunk Enterprise Products: Splunk Enterprise Products: Splunk Enterprise Products: Splunk Enterprise Products: Splunk Enterprise Products: Splunk Enterprise Products: Splunk Enterprise
Categories: IT Operations, Utilities
App Type: Add-on
Platform: Linux
Platform: Linux
Platform: Platform Independent
Platform: Platform Independent
Platform: Platform Independent
Platform: Platform Independent
Platform: Platform Independent
Platform: Platform Independent
Platform: Platform Independent
Platform: Platform Independent
Platform: Platform Independent
Platform: Platform Independent
Platform: Platform Independent
Platform: Platform Independent"
https://splunkbase.splunk.com/app/6273,2022-01-08,10:15:08 PM,Onapsis Vulnerability Add-On for Splunk,,"Jan. 6, 2022","This add-on enables the import of vulnerability data from the Assess product of the Onapsis Platform into Splunk, giving you visibility into the risk within your mission-critical business applications.A separate app called Onapsis Vulnerability Dashboard provides a dashboard with examples for visualizing this data.",Version 1.0.0,https://prod.cdn.apps.splunk.com/media/public/icons/ce0f5b4c-6f31-11ec-a5da-7e9ee488d21e.png,"Security, Fraud & Compliance",https://cdn.apps.splunk.com/static/misc/eula.html,8,0,splunk,0,0,Constantin Biguet,https://splunkbase.splunk.com/apps/#/author/cbiguet,"Products: Splunk Enterprise
Categories: Security, Fraud & Compliance
App Type: Add-on
Splunk Versions: 8.1, 8.2
Platform: Platform Independent
CIM Versions: 4.x"
https://splunkbase.splunk.com/app/3157,2022-01-08,10:15:09 PM,Box Plot Viz,"https://prod.cdn.apps.splunk.com/media/public/screenshots/f8f947d4-16ca-11e6-bfce-06481e021987.png,https://prod.cdn.apps.splunk.com/media/public/screenshots/5f682b40-16c9-11e6-a104-06481e021987.png","May 10, 2016","Use any data with a numeric field for statistical analysis and a split by field for reporting.
The search used can produce any number of separate box plots on a single chart, within the the maximum limit of 10,000. It is unlikely someone can get 10,000 box plots on a single dashboard and obtain any value from the display, so this limit is likely sufficient.
The split by field (Service in the shipped example discussed below) must be the first field returned in the series. The rest of the fields may come in any order as long as the names match the required values: median, min, max, lowerquartile, upperquartile, iqr, lowerwhisker, upperwhisker.
For example, using the lookup shipped with the app, which looks like:
Service,Cost
Consulting,602
Sales,432
Manufacturing,1144
Marketing,814
The search looks like:
| inputlookup boxplotexample.csv | stats median(Cost) AS median, min(Cost) AS min, max(Cost) AS max, p25(Cost) AS lowerquartile, p75(Cost) AS upperquartile by Service | fields - count | where isnotnull(median)| eval iqr=upperquartile-lowerquartile | eval lowerwhisker=median-(1.5*iqr) | eval upperwhisker=median+(1.5*iqr)
The Box Plot Viz app does not, yet, handle outliers. However, in a future version using macros, outlier support will be added due to the complexity of searches involved causing using the app to be overly cumbersome for most users. It is already more than a standard viz requires from the user.
Thanks go out to:

Kevin Kuchta (http://kevinkuchta.com/) for extensive JavaScript assistance for rebuilding the original app to use pre-calculated inputs rather than raw data from a file.
Kyle Smith (https://www.aplura.com) for invaluable help both in understanding the complexities and sublteties of creating viz apps and assistance reworking the code to work correctly in the Splunk Custom Visualization framework.

ToDo:

Needs outlier handling.
Possibly build macros to make the search more friendly.
Needs user configurable options.",Version 1.0.1,https://prod.cdn.apps.splunk.com/media/public/icons/339063b8-16c7-11e6-845c-06caea5ac9f9.png,"Security, Fraud & Compliance, Business Analytics, Utilities",https://cdn.apps.splunk.com/static/misc/eula.html,"1,586",0,splunk,4,4,Jesse Trucks,https://splunkbase.splunk.com/apps/#/author/jtrucks,"Products: Splunk Enterprise, Splunk Cloud Products: Splunk Enterprise
Categories: Security, Fraud & Compliance, Business Analytics, Utilities
App Type: App
This version of the app (1.0) is not available for Splunk Cloud. However, version 1.0.1 of this app is available for Splunk Cloud.
Platform: Platform Independent
Platform: Platform Independent"
https://splunkbase.splunk.com/app/5867,2022-01-08,10:15:11 PM,WHOIS,,"Jan. 8, 2022","This app implements investigative actions that query the whois database


Supported Actions Version 2.1.4


test connectivity: 
Validate the configuration for connectivity


whois domain: 
Execute a whois lookup on the given domain


whois ip: 
Execute a whois lookup on the given IP




Supported Actions Version 2.1.3


test connectivity: 
Validate the configuration for connectivity


whois domain: 
Execute a whois lookup on the given domain


whois ip: 
Execute a whois lookup on the given IP




Supported Actions Version 2.1.0


test connectivity: 
Validate the configuration for connectivity


whois domain: 
Execute a whois lookup on the given domain


whois ip: 
Execute a whois lookup on the given IP",Version 2.1.4,https://prod.cdn.apps.splunk.com/media/public/icons/e4e9c6a0-704d-11ec-b2ab-aac0f93bc215.svg,Information,https://www.apache.org/licenses/LICENSE-2.0,86,0,,0,0,,,"Products: Splunk SOAR Products: Splunk SOAR Products: Splunk SOAR
Categories: Information
App Type: Connector
SOAR Versions: 4.10, 5.0, 5.1, 5.2
SOAR Versions: 4.10, 5.0, 5.1, 5.2
SOAR Versions: 4.9, 4.10, 5.0, 5.1, 5.2"
https://splunkbase.splunk.com/app/6205,2022-01-08,10:15:12 PM,NeuVector Security,,"Jan. 8, 2022","GitHub
Download the latest app tarball (neuvector_app.tar.gz) from the neuvector/neuvector-splunk-app repository.
Splunkbase
Download the latest app tarball from Splunkbase.
Splunk Apps Browser
In the Splunk UI, click on the Apps dropdown, click ""Find More Apps"", then search for NeuVector Splunk App.
Installation and setup
Install the app by either uploading the tarball or following the Splunkbase prompts.
Detailed Installation and Setup documentation available here:
https://github.com/neuvector/neuvector-splunk-app/blob/main/README.md
Release notes
January 06, 2021 - v1.1.0

add east-west network violations",Version 1.1.0,https://prod.cdn.apps.splunk.com/media/public/icons/34996608-701a-11ec-973b-e6c1b0396c73.png,"Security, Fraud & Compliance",https://www.apache.org/licenses/LICENSE-2.0.html,26,0,splunk,0,0,Long Song,https://splunkbase.splunk.com/apps/#/author/neuvector,"Products: Splunk Enterprise, Splunk Cloud Products: Splunk Enterprise, Splunk Cloud
Categories: Security, Fraud & Compliance
App Type: App
Splunk Versions: 8.1, 8.2
Platform: Platform Independent
Splunk Versions: 8.1, 8.2
Platform: Platform Independent"
https://splunkbase.splunk.com/app/6148,2022-01-08,10:15:13 PM,TA - Custom Logo and Favicon,,"Oct. 18, 2021","TA for Custom Logo and FaviconTechnical add-on to provide custom Logos and Favicons for the Search Heads Frontend pages and Logo for Reports.This technical addon can then be installed to all your Splunk Servers to have a standartisized setup.Once you defined a standard for your Frontend page and PDF printout, you can save the TA locally to your client and install it on all your other servers. If you manage your servers via a deployment server, then deploy the TA via it.",Version 1.0.20211001,https://prod.cdn.apps.splunk.com/media/public/icons/d606638c-3006-11ec-ac6a-328c40a2cfff.png,Utilities,https://creativecommons.org/licenses/by/4.0/legalcode,32,0,splunk,0,0,Patrick Vanreck,https://splunkbase.splunk.com/apps/#/author/patrickvanreck,"Products: Splunk Enterprise
Categories: Utilities
App Type: Add-on
Splunk Versions: 8.1, 8.2
Platform: Platform Independent"
https://splunkbase.splunk.com/app/5827,2022-01-08,10:15:14 PM,NetWitness Logs and Packets,,"Jan. 6, 2022","This app supports investigative actions to collect log and packet captures from RSA NetWitness Logs and Packets


Supported Actions Version 2.1.2


test connectivity: 
Validate the credentials provided for connectivity


get pcap: 
Download a packet capture file from Netwitness Logs and Packets and add it to the vault


get log: 
Download a log capture file from Netwitness Logs and Packets and add it to the vault


upload file: 
Upload a feed or parser file to a NetWitness Decoder


restart device: 
Restart the configured device




Supported Actions Version 2.0.3


test connectivity: 
Validate the credentials provided for connectivity


get pcap: 
Download a packet capture file from Netwitness Logs and Packets and add it to the vault


get log: 
Download a log capture file from Netwitness Logs and Packets and add it to the vault


upload file: 
Upload a feed or parser file to a NetWitness Decoder


restart device: 
Restart the configured device",Version 2.1.2,https://prod.cdn.apps.splunk.com/media/public/icons/c43fa750-6ef2-11ec-a50b-22ea93ff7fdb.svg,Investigative,https://www.splunk.com/en_us/legal/splunk-general-terms.html,25,0,,0,0,,,"Products: Splunk SOAR Products: Splunk SOAR
Categories: Investigative
App Type: Connector
SOAR Versions: 5.0, 5.1, 5.2
SOAR Versions: 4.9, 4.10, 5.0, 5.1, 5.2"
